,emp_title,emp_length,state,homeownership
6120,network technician,10.0,CA,RENT
6121,onsite electrostatic specialist painter,10.0,WA,MORTGAGE
6122,realtor,7.0,CO,RENT
6123,bolter,1.0,MT,RENT
6124,attorney,3.0,VA,RENT
6125,gate inspector ,1.0,WA,RENT
6126,landscape designer/arborist,3.0,WA,RENT
6127,social worker,5.0,RI,RENT
6128,,,NV,RENT
6129,branch service manager,7.0,PA,MORTGAGE
6130,owner ,9.0,TX,MORTGAGE
6131,assistant prosecutor,4.0,NJ,MORTGAGE
6132,chemist,1.0,CA,OWN
6133,server,6.0,CO,MORTGAGE
6134,bank examiner,4.0,TX,MORTGAGE
6135,police officer,10.0,CA,MORTGAGE
6136,senior loan officer,5.0,CA,MORTGAGE
6137,manager,10.0,MD,MORTGAGE
6138,surveyor ,8.0,AZ,MORTGAGE
6139,truck drivet,4.0,CT,RENT
6140,region sales manager ,0.0,NC,RENT
6141,supervisor ,2.0,CA,RENT
6142,,,NY,OWN
6143,accounts payable specialist,2.0,GA,OWN
6144,marketing specialist,2.0,IN,MORTGAGE
6145,porter ,5.0,NY,RENT
6146,,,NY,OWN
6147,assistant dining room manager,7.0,SD,OWN
6148,accounts receivable,6.0,VA,MORTGAGE
6149,supervisor,10.0,TX,MORTGAGE
6150,truck driver,0.0,CA,RENT
6151,funeral servicd assistant,1.0,FL,RENT
6152,learning systems analyst,4.0,NJ,RENT
6153,field inspector,6.0,NY,MORTGAGE
6154,food service leader,10.0,MN,MORTGAGE
6155,,10.0,NJ,RENT
6156,general mechanic g-12,9.0,NY,OWN
6157,electrical and instrument designer,3.0,LA,MORTGAGE
6158,manager,10.0,NC,MORTGAGE
6159,fire alarm inspector ,0.0,IL,MORTGAGE
6160,business specialist,5.0,NV,RENT
6161,teacher,5.0,KS,MORTGAGE
6162,legal,1.0,PA,MORTGAGE
6163,floor layer,3.0,MO,MORTGAGE
6164,quality system specialist ii,0.0,TX,RENT
6165,public utility analyst ii,10.0,FL,OWN
6166,,,CA,RENT
6167,personal trainer,7.0,CA,RENT
6168,rehab manager,10.0,MA,MORTGAGE
6169,closer,7.0,FL,RENT
6170,senoir vendor support,10.0,WA,RENT
6171,elevator mechanic,1.0,CA,RENT
6172,supervisor,0.0,WA,MORTGAGE
6173,owner-consultant,10.0,FL,RENT
6174,field supervisor,10.0,TN,MORTGAGE
6175,patient access rep,6.0,NC,MORTGAGE
6176,mail handler,10.0,CA,MORTGAGE
6177,underwriter,3.0,TX,MORTGAGE
6178,mechanical engineer,7.0,LA,MORTGAGE
6179,customer service,10.0,MO,OWN
6180,ct technologist,7.0,CA,MORTGAGE
6181,teacher,6.0,FL,MORTGAGE
6182,,,ME,RENT
6183,pastor,10.0,CO,OWN
6184,director,1.0,FL,MORTGAGE
6185,operations manager,3.0,GA,OWN
6186,regular full time carrier,10.0,IL,MORTGAGE
6187,internal auditor,3.0,PA,RENT
6188,president,10.0,FL,MORTGAGE
6189,assistant business administrator ,10.0,TX,MORTGAGE
6190,technical,10.0,OH,OWN
6191,bus driver,0.0,IL,MORTGAGE
6192,print project planner/estimator,10.0,UT,MORTGAGE
6193,letter carrier,5.0,NY,MORTGAGE
6194,store manager,2.0,AL,RENT
6195,section 8 coordinator,7.0,KY,OWN
6196,teacher,6.0,MA,MORTGAGE
6197,delivery driver,5.0,IN,MORTGAGE
6198,,,IL,OWN
6199,title examiner,6.0,TX,MORTGAGE
6200,school bus driver,3.0,TN,RENT
6201,director of fitness,10.0,MA,MORTGAGE
6202,engineer,10.0,CO,RENT
6203,public utilities specialist ,10.0,WA,OWN
6204,operations manager ,0.0,GA,MORTGAGE
6205,addiction specialist,0.0,CA,OWN
6206,service manager,10.0,MN,MORTGAGE
6207,property manager ,5.0,AZ,MORTGAGE
6208,department management,10.0,FL,RENT
6209,crew leader,2.0,AZ,RENT
6210,credit sales manager ,1.0,WA,RENT
6211,senior business analyst,6.0,NC,MORTGAGE
6212,business development associate,0.0,CA,RENT
6213,operator one,10.0,IN,MORTGAGE
6214,accountant,10.0,OK,OWN
6215,,,WV,OWN
6216,locker room attendant,8.0,CA,RENT
6217,,,CA,MORTGAGE
6218,project manager,3.0,TX,MORTGAGE
6219,manager,8.0,WA,RENT
6220,staff sargent,10.0,FL,MORTGAGE
6221,sr loan officer,7.0,CA,MORTGAGE
6222,"supervisor, production",10.0,MS,OWN
6223,soils laboratory technician,10.0,PA,RENT
6224,executive ,0.0,IL,OWN
6225,hr sourcer ,0.0,CT,MORTGAGE
6226,maritime transportation specialist,8.0,VA,RENT
6227,its5,10.0,WA,MORTGAGE
6228,owner,10.0,IN,MORTGAGE
6229,learning experience facilitator,1.0,CT,MORTGAGE
6230,service advisor ,0.0,CA,RENT
6231,driver,10.0,CO,MORTGAGE
6232,rn,6.0,KY,MORTGAGE
6233,director of corporate operations,0.0,MN,MORTGAGE
6234,registered nurse ,3.0,CT,MORTGAGE
6235,executive,1.0,MI,MORTGAGE
6236,state trooper,7.0,PA,RENT
6237,manager,2.0,IL,MORTGAGE
6238,area manager,1.0,TX,MORTGAGE
6239,general manager,3.0,TX,RENT
6240,,,IN,MORTGAGE
6241,general manager,10.0,NV,MORTGAGE
6242,sr software engineer,3.0,CA,RENT
6243,engineering technician ,4.0,PA,OWN
6244,quality manager,2.0,PA,RENT
6245,service manager,10.0,NM,MORTGAGE
6246,nails tech ,0.0,PA,MORTGAGE
6247,vac/shift relief warehouse,10.0,GA,MORTGAGE
6248,finance manager,7.0,CO,RENT
6249,customer service agent,10.0,NY,RENT
6250,director,10.0,OK,MORTGAGE
6251,prep touch up,3.0,TX,RENT
6252,operation specialist,9.0,NC,RENT
6253,production operator,4.0,IL,RENT
6254,director asset management ,3.0,GA,MORTGAGE
6255,pharmacy technician,10.0,FL,RENT
6256,home health aide ,1.0,NY,RENT
6257,engineer,9.0,AZ,RENT
6258,readiness nco,10.0,NC,MORTGAGE
6259,sr developer,2.0,NV,MORTGAGE
6260,systems administrator sr,3.0,TX,RENT
6261,manager,10.0,NY,MORTGAGE
6262,family support worker,10.0,TN,OWN
6263,teacher,10.0,AZ,RENT
6264,,,TX,MORTGAGE
6265,associate attorney,4.0,IL,RENT
6266,senior claim examiner,4.0,IL,RENT
6267,consumer marketing director,7.0,NY,RENT
6268,rn-icu,0.0,AZ,MORTGAGE
6269,scheduler,6.0,TX,MORTGAGE
6270,talent,2.0,FL,RENT
6271,police officer ,10.0,TX,MORTGAGE
6272,firefighter,10.0,KY,MORTGAGE
6273,customer service agent,10.0,OH,MORTGAGE
6274,,,FL,RENT
6275,certified tumor registrar,5.0,TX,RENT
6276,administrative associate,9.0,NH,MORTGAGE
6277,bus driver,4.0,NY,MORTGAGE
6278,president,10.0,FL,MORTGAGE
6279,mail handler,10.0,LA,OWN
6280,devops engineer,1.0,VA,RENT
6281,software sales,10.0,TX,MORTGAGE
6282,front office coordinator,2.0,GA,RENT
6283,carpenter,10.0,MD,RENT
6284,driver,5.0,NY,OWN
6285,human resource business partner,6.0,VA,MORTGAGE
6286,,,WI,RENT
6287,maintenance ,10.0,NY,RENT
6288,maintenance,10.0,WV,MORTGAGE
6289,corporate sales,2.0,SC,RENT
6290,youth specialist,5.0,OH,MORTGAGE
6291,sprinkler foreman,9.0,NH,RENT
6292,intern,2.0,LA,MORTGAGE
6293,operation engineer ,1.0,FL,MORTGAGE
6294,teacher,10.0,CA,MORTGAGE
6295,software engineer,1.0,NY,RENT
6296,owner,10.0,OR,OWN
6297,welder,6.0,FL,MORTGAGE
6298,owner,10.0,GA,MORTGAGE
6299,realtor - independent contractor,2.0,SD,OWN
6300,operation ,2.0,PA,MORTGAGE
6301,supervisor,2.0,TX,RENT
6302,mgr it application,10.0,IL,MORTGAGE
6303,sales,10.0,FL,MORTGAGE
6304,manager,10.0,CT,OWN
6305,information assurance ,2.0,MD,MORTGAGE
6306,cdl truck driver,10.0,AZ,MORTGAGE
6307,truck driver,10.0,VT,OWN
6308,designer,3.0,NJ,RENT
6309,sr java analyst programmer,1.0,AL,MORTGAGE
6310,des support operations,3.0,GA,MORTGAGE
6311,property manager ,3.0,AZ,RENT
6312,market leader,3.0,VA,RENT
6313,contractor ,0.0,NE,RENT
6314,certified nurse aide ,4.0,FL,RENT
6315,automotive technician ,2.0,NC,RENT
6316,risk operations ,5.0,WV,RENT
6317,parts sales,10.0,TX,OWN
6318,,,TN,MORTGAGE
6319,carpenter foreman ,3.0,CA,RENT
6320,business systems analyst,3.0,CA,MORTGAGE
6321,principle business solution architect,10.0,WI,RENT
6322,coding lead,5.0,TX,MORTGAGE
6323,super intendant,10.0,NE,MORTGAGE
6324,accounting technician,10.0,ME,MORTGAGE
6325,manager ,7.0,IL,RENT
6326,director of property management,10.0,MA,OWN
6327,meat cutter,6.0,NM,RENT
6328,casualty rep adjuster,5.0,WI,RENT
6329,claims specialist,3.0,PA,OWN
6330,billing supervisor,7.0,CA,RENT
6331,senior merchandising manager,5.0,OH,MORTGAGE
6332,finisher,6.0,NE,MORTGAGE
6333,account manager,9.0,PA,RENT
6334,financial center operations manager ,10.0,GA,MORTGAGE
6335,hr specialist,7.0,VA,MORTGAGE
6336,realtor,10.0,CA,MORTGAGE
6337,network engineer,0.0,MD,OWN
6338,community improvement specialty officer,3.0,TX,MORTGAGE
6339,supervisor/front end,6.0,WA,RENT
6340,underwriter,10.0,NJ,MORTGAGE
6341,mortgage specialist,7.0,MI,MORTGAGE
6342,marketing manager,2.0,WA,RENT
6343,administrative assistant,0.0,FL,RENT
6344,manager,10.0,NH,RENT
6345,plant manager ,2.0,ND,OWN
6346,accounting,10.0,IL,RENT
6347,360app specialist,10.0,CT,RENT
6348,,,VA,RENT
6349,network administrator,4.0,CO,RENT
6350,,,FL,OWN
6351,composite fabricator,9.0,PA,MORTGAGE
6352,sales/barista,2.0,CA,RENT
6353,client services ,6.0,AZ,OWN
6354,manager,10.0,IL,MORTGAGE
6355,sales agent,3.0,CA,MORTGAGE
6356,owner,10.0,NY,MORTGAGE
6357,lpta,10.0,OH,MORTGAGE
6358,sales manager,0.0,MO,MORTGAGE
6359,deputy sheriff,5.0,CA,RENT
6360,training store manager,5.0,CA,MORTGAGE
6361,coordinator,0.0,NC,RENT
6362,bus driver,10.0,IL,RENT
6363,electrical design engineer,10.0,FL,MORTGAGE
6364,mechanic ,4.0,IN,OWN
6365,client service rep,10.0,MI,MORTGAGE
6366,cadd,7.0,WA,MORTGAGE
6367,,,CA,RENT
6368,principal,5.0,CA,MORTGAGE
6369,host,0.0,NY,RENT
6370,,,CA,MORTGAGE
6371,stylist apprentice ,0.0,PA,OWN
6372,,,FL,MORTGAGE
6373,manager,1.0,CA,RENT
6374,certified teachers aid,10.0,WV,RENT
6375,supervisor,10.0,IN,OWN
6376,vice president of engineering,10.0,TX,OWN
6377,owner,10.0,CT,RENT
6378,,,WI,RENT
6379,registered nurse ,10.0,NY,RENT
6380,service technician,6.0,VA,MORTGAGE
6381,program analyst,10.0,MD,MORTGAGE
6382,detective investigator  ,10.0,TX,OWN
6383,licensed vocational nurse,1.0,CA,RENT
6384,truck driver,4.0,FL,MORTGAGE
6385,front office lead,7.0,GA,OWN
6386,fulfillment associate,4.0,CA,RENT
6387,manager,3.0,CA,RENT
6388,construction glazer,10.0,NY,RENT
6389,haircutter,10.0,CA,RENT
6390,sales representative ,10.0,OK,MORTGAGE
6391,loan consultant,2.0,CO,RENT
6392,operations manager,10.0,CA,MORTGAGE
6393,funeral director and supervisor,7.0,PA,RENT
6394,fiduciary trust officer,10.0,UT,RENT
6395,,,NY,RENT
6396,usda helper,9.0,TN,RENT
6397,nursing shift supervisor,8.0,GA,MORTGAGE
6398,paralegal ,4.0,FL,OWN
6399,project manager,3.0,PA,MORTGAGE
6400,assistant professor,2.0,IL,RENT
6401,hha,10.0,NY,RENT
6402,order processing,9.0,FL,RENT
6403,technician,10.0,NY,MORTGAGE
6404,investor relations ,1.0,NJ,RENT
6405,sales representative,4.0,MA,RENT
6406,pilot,8.0,CA,RENT
6407,teacher,10.0,VA,OWN
6408,medical imagining manager,10.0,MT,MORTGAGE
6409,mechanic,10.0,NJ,RENT
6410,it manager,2.0,OR,RENT
6411,principal,10.0,NY,MORTGAGE
6412,director of sales,1.0,CA,RENT
6413,er nurse - clinical trauma specialist,10.0,TX,MORTGAGE
6414,general manager,10.0,FL,OWN
6415,shipping and picking,1.0,PA,RENT
6416,driver,10.0,CA,MORTGAGE
6417,manager,5.0,CO,MORTGAGE
6418,sleep tech,8.0,NJ,MORTGAGE
6419,senior customer service,4.0,TX,MORTGAGE
6420,mra,10.0,NE,RENT
6421,senior manager of prevention services,10.0,NE,RENT
6422,,,MD,RENT
6423,,,NJ,RENT
6424,president,10.0,FL,MORTGAGE
6425,system administrator,8.0,GA,MORTGAGE
6426,train operator,10.0,NY,MORTGAGE
6427,cosmetologist,5.0,NJ,RENT
6428,general manager,10.0,CA,MORTGAGE
6429,senior vice president,5.0,MD,MORTGAGE
6430,atc ,10.0,NH,RENT
6431,,,CA,MORTGAGE
6432,medical doctor,10.0,NY,OWN
6433,bdc manager,7.0,FL,OWN
6434,para professional,3.0,OK,OWN
6435,engineer,2.0,OH,MORTGAGE
6436,deliveries carrier,1.0,FL,OWN
6437,"creative director, owner",5.0,NJ,RENT
6438,office manager,10.0,MI,MORTGAGE
6439,police officer ,10.0,NY,MORTGAGE
6440,manager,1.0,OH,RENT
6441,sr loan processor,2.0,AZ,MORTGAGE
6442,technician,3.0,NY,OWN
6443,cook,10.0,NY,RENT
6444,principal internal auditor,10.0,NY,MORTGAGE
6445,pilot,4.0,NV,MORTGAGE
6446,software engineer,2.0,AL,MORTGAGE
6447,teacher,10.0,NV,MORTGAGE
6448,,,CA,MORTGAGE
6449,project manager,2.0,KS,MORTGAGE
6450,sports editor,10.0,HI,RENT
6451,adminiative asst,10.0,TX,MORTGAGE
6452,customer service manager ,0.0,AR,OWN
6453,it manager,10.0,MI,OWN
6454,operations manager,10.0,CA,MORTGAGE
6455,spray painter,6.0,WA,RENT
6456,quality team leader,5.0,GA,MORTGAGE
6457,driver,10.0,NY,RENT
6458,account executive,2.0,WA,RENT
6459,custodian,10.0,PA,RENT
6460,attorney owner,10.0,CA,MORTGAGE
6461,manager,3.0,NC,MORTGAGE
6462,medical records,8.0,FL,MORTGAGE
6463,agent,10.0,CA,MORTGAGE
6464,sales,7.0,OH,MORTGAGE
6465,,,FL,RENT
6466,design assistant,4.0,CA,RENT
6467,bus driver,10.0,CA,RENT
6468,,,FL,MORTGAGE
6469,,,NC,MORTGAGE
6470,attorney ,10.0,OK,MORTGAGE
6471,dept manager,10.0,TX,RENT
6472,accountant,5.0,OH,RENT
6473,operator ,4.0,MI,RENT
6474,sander,10.0,KS,RENT
6475,qa developer,2.0,CA,RENT
6476,office lead,10.0,MN,MORTGAGE
6477,designer,10.0,AR,MORTGAGE
6478,,,GA,MORTGAGE
6479,doorman ,10.0,NY,RENT
6480,public health sanitarian ii,10.0,NY,RENT
6481,national account executive ,4.0,NY,OWN
6482,,,NC,OWN
6483,teacher,2.0,UT,RENT
6484,,,NJ,OWN
6485,sales,10.0,MD,MORTGAGE
6486,patron services,2.0,AZ,RENT
6487,teacher ,10.0,TX,MORTGAGE
6488,tanker man ,8.0,TX,RENT
6489,registered nurse,10.0,FL,RENT
6490,correctional officer,10.0,CA,MORTGAGE
6491,real estate support staff,1.0,WY,MORTGAGE
6492,software engineer,1.0,CA,RENT
6493,principal consultant,10.0,WA,RENT
6494,insurance processor,10.0,CA,RENT
6495,foreman ,4.0,MO,MORTGAGE
6496,president,10.0,FL,MORTGAGE
6497,operations manager,10.0,CA,RENT
6498,warehouse manager,2.0,CA,OWN
6499,general manager,8.0,AL,MORTGAGE
6500,maintenance mechanic ,7.0,WV,MORTGAGE
6501,pressroom operator,5.0,CT,RENT
6502,sr principal consultant,10.0,TX,MORTGAGE
6503,wire technician ,4.0,KY,RENT
6504,fire fighter,9.0,TX,MORTGAGE
6505,americorp member,0.0,NY,RENT
6506,teacher,4.0,GA,MORTGAGE
6507,tax clerk,3.0,OR,RENT
6508,svp operations ,10.0,AR,MORTGAGE
6509,agent,2.0,TX,MORTGAGE
6510,project manager,3.0,GA,MORTGAGE
6511,seafood clerk,2.0,CT,RENT
6512,project manager,4.0,FL,MORTGAGE
6513,manager,10.0,GA,MORTGAGE
6514,certification clerk,2.0,IN,MORTGAGE
6515,bartender,4.0,NV,OWN
6516,aftermarket expeditor,10.0,FL,RENT
6517,,,NY,RENT
6518,cbp officer,10.0,GA,MORTGAGE
6519,owner,10.0,TX,MORTGAGE
6520,partner,3.0,KY,MORTGAGE
6521,shop manager,4.0,CA,RENT
6522,medical assistant,1.0,NJ,OWN
6523,owner,5.0,NY,MORTGAGE
6524,deputy chief of police,10.0,IL,RENT
6525,driver,10.0,NY,RENT
6526,director transformation,10.0,WI,MORTGAGE
6527,ophthalmic technition,1.0,CT,MORTGAGE
6528,visual market manager,8.0,MA,MORTGAGE
6529,paralegal,7.0,CT,MORTGAGE
6530,partner,7.0,TX,OWN
6531,coordinator,10.0,FL,MORTGAGE
6532,assembly line,10.0,OH,RENT
6533,officer,9.0,FL,MORTGAGE
6534,senior business analyst,10.0,CA,RENT
6535,director of finance,2.0,IL,MORTGAGE
6536,process operator ,1.0,LA,MORTGAGE
6537,compliance coordinator ,5.0,CA,MORTGAGE
6538,professor,0.0,CA,RENT
6539,human resources generalist,1.0,AL,MORTGAGE
6540,,,MO,MORTGAGE
6541,accounting director ,10.0,IL,OWN
6542,fuel and lube technician ,4.0,TX,MORTGAGE
6543,rn/manager,7.0,SD,MORTGAGE
6544,cota,3.0,WA,RENT
6545,maintenance,10.0,NY,RENT
6546,dietary,7.0,UT,RENT
6547,teacher,1.0,MD,RENT
6548,owner,10.0,NV,RENT
6549,owner,10.0,FL,MORTGAGE
6550,aesthetican,7.0,TX,OWN
6551,cad manager,10.0,NE,MORTGAGE
6552,core layer ,2.0,OR,RENT
6553,outreach director/pastor,3.0,CT,RENT
6554,senior database administrator,2.0,MO,MORTGAGE
6555,ccht,3.0,MI,RENT
6556,patient coordinator,5.0,TN,MORTGAGE
6557,senior account analyst,7.0,MA,RENT
6558,admin,4.0,TX,MORTGAGE
6559,field tech,8.0,CA,MORTGAGE
6560,program manager,4.0,IN,MORTGAGE
6561,truck driver,4.0,OH,RENT
6562,braillist,10.0,MD,MORTGAGE
6563,technician ,3.0,CA,RENT
6564,x-ray technologist,9.0,NJ,RENT
6565,,,WV,MORTGAGE
6566,owner,10.0,NC,MORTGAGE
6567,legal assistant,0.0,CA,MORTGAGE
6568,shuttle driver,5.0,NV,MORTGAGE
6569,product owner ,1.0,NH,RENT
6570,owner,10.0,AR,MORTGAGE
6571,maintenance ,6.0,MN,MORTGAGE
6572,sales,2.0,SC,RENT
6573,director of customer excellenc,0.0,MO,OWN
6574,,,CA,RENT
6575,air conditioning,2.0,FL,RENT
6576,office manager,0.0,NC,RENT
6577,project manager,2.0,OR,MORTGAGE
6578,,,MI,MORTGAGE
6579,director of pfs,2.0,TX,RENT
6580,accounting clerk ,4.0,UT,RENT
6581,director project management,10.0,CA,MORTGAGE
6582,night supervisor,7.0,MA,RENT
6583,driver,9.0,IN,MORTGAGE
6584,sale representative,1.0,VA,MORTGAGE
6585,consultant,7.0,NM,MORTGAGE
6586,owner,2.0,CA,MORTGAGE
6587,massage therapist,0.0,CA,RENT
6588,cook,3.0,MS,RENT
6589,sales,10.0,NY,RENT
6590,manager,10.0,CT,RENT
6591,account executive,1.0,FL,MORTGAGE
6592,legal assistant,10.0,CA,RENT
6593,technical design manager,1.0,NY,RENT
6594,creative executive,0.0,CA,RENT
6595,immigration enforcement agent,10.0,LA,RENT
6596,driver,0.0,OH,OWN
6597,speech language therapist,10.0,GA,MORTGAGE
6598,teacher,1.0,LA,RENT
6599,,,MI,OWN
6600,assistant manager,10.0,CA,MORTGAGE
6601,maintenance,2.0,FL,RENT
6602,minister of music & senior adults,10.0,NC,MORTGAGE
6603,rn,1.0,AL,OWN
6604,,,TN,OWN
6605,lpn,7.0,IL,RENT
6606,operating partner/general manager,7.0,OH,RENT
6607,developmental service worker,10.0,CT,OWN
6608,director of career services,10.0,TX,MORTGAGE
6609,instructor,1.0,FL,RENT
6610,officer ,2.0,TX,OWN
6611,finance manager,1.0,OK,MORTGAGE
6612,manager,6.0,NY,RENT
6613,manager ,10.0,GA,MORTGAGE
6614,home health aide,3.0,NY,RENT
6615,inside sales,3.0,MO,MORTGAGE
6616,driver,10.0,IL,MORTGAGE
6617,railroad engineer,10.0,OK,OWN
6618,executive producer,6.0,NY,RENT
6619,,,MI,OWN
6620,nanny/babysitter,6.0,TX,MORTGAGE
6621,,10.0,CA,MORTGAGE
6622,front end loader,0.0,FL,MORTGAGE
6623,network manager,10.0,WI,MORTGAGE
6624,field supervisor,9.0,MS,OWN
6625,quality assurance,3.0,MD,MORTGAGE
6626,bartender,2.0,FL,RENT
6627,software engineer,6.0,VA,MORTGAGE
6628,sales,0.0,GA,MORTGAGE
6629,driver,7.0,NY,RENT
6630,journeyman mechanic,7.0,AL,MORTGAGE
6631,detailer,4.0,FL,RENT
6632,adjunct instructor (professor),4.0,NC,MORTGAGE
6633,chief operating officer,8.0,CA,RENT
6634,book keeper,5.0,AL,OWN
6635,production operator,10.0,PA,MORTGAGE
6636,backtender,10.0,NY,MORTGAGE
6637,optometrist,10.0,GA,MORTGAGE
6638,server,2.0,NY,RENT
6639,food associate,0.0,OH,RENT
6640,banker,8.0,MI,MORTGAGE
6641,supervisor ,10.0,CA,RENT
6642,manager,4.0,MA,OWN
6643,information systems manager,10.0,WI,MORTGAGE
6644,secretary,10.0,RI,MORTGAGE
6645,custodian 2,5.0,OR,MORTGAGE
6646,sr purchasing specialist,10.0,TX,MORTGAGE
6647,lvn,4.0,CA,RENT
6648,paramedic,2.0,NV,RENT
6649,server,10.0,NV,RENT
6650,truck driver,5.0,SC,RENT
6651,,,TX,RENT
6652,,,AR,RENT
6653,fulfillment,3.0,CA,RENT
6654,loan processor,2.0,MD,RENT
6655,manager,4.0,WI,MORTGAGE
6656,welder ,4.0,TX,RENT
6657,manager,10.0,NV,OWN
6658,cna,7.0,FL,OWN
6659,certified nursing assistsnt,7.0,AR,MORTGAGE
6660,pharmacist ,1.0,MO,MORTGAGE
6661,painter,10.0,OH,RENT
6662,project manager ,10.0,AL,MORTGAGE
6663,owner,3.0,NJ,OWN
6664,senior controller,10.0,GA,MORTGAGE
6665,sales supervisor,6.0,GA,MORTGAGE
6666,actuary,5.0,WI,RENT
6667,general manager,8.0,FL,RENT
6668,record keeper,2.0,FL,RENT
6669,assistant section chief,10.0,MD,MORTGAGE
6670,staff field adjustor,5.0,TN,MORTGAGE
6671,teacher,10.0,CA,RENT
6672,,,PA,RENT
6673,electronic maintenance,9.0,OH,MORTGAGE
6674,table games dealer,3.0,NV,MORTGAGE
6675,dean of paraprofessionals,5.0,CO,RENT
6676,,,TX,MORTGAGE
6677,sales,3.0,UT,RENT
6678,truck driver ,2.0,PA,MORTGAGE
6679,administrative assistant,0.0,NV,RENT
6680,"owner, president",10.0,CA,MORTGAGE
6681,e-5 alims,5.0,HI,RENT
6682,pharmacy technician,1.0,TX,MORTGAGE
6683,contract admin,10.0,CA,RENT
6684,transmission operations coordinator,10.0,KY,OWN
6685,sales director,4.0,AL,MORTGAGE
6686,teacher,4.0,TX,MORTGAGE
6687,program manager,1.0,KS,MORTGAGE
6688,regional manager,9.0,NM,MORTGAGE
6689,revenue manager,2.0,NC,MORTGAGE
6690,certified nurse aide,10.0,NJ,MORTGAGE
6691,driver,1.0,FL,RENT
6692,storemanager,10.0,FL,RENT
6693,aviator pilot,3.0,CA,MORTGAGE
6694,executive office administrator,10.0,TX,OWN
6695,deputy ,10.0,TX,MORTGAGE
6696,staff rn,5.0,ID,MORTGAGE
6697,director,2.0,MD,RENT
6698,electro-mechanical tech,0.0,MA,RENT
6699,management,2.0,IN,RENT
6700,licenced practical nurse,10.0,IL,MORTGAGE
6701,clinical coordinator,6.0,CA,RENT
6702,ops manager ,4.0,PA,MORTGAGE
6703,driver,2.0,TX,RENT
6704,deployment coordinator,0.0,NJ,RENT
6705,intake coordinaor,4.0,VT,MORTGAGE
6706,lead engineer,8.0,VA,OWN
6707,customer service ,10.0,CA,RENT
6708,teacher,9.0,TX,RENT
6709,client service rep,10.0,NY,OWN
6710,,,DE,MORTGAGE
6711,vice president east coast closing,0.0,FL,MORTGAGE
6712,cjief officer,7.0,FL,OWN
6713,mortgage underwriter,10.0,NY,MORTGAGE
6714,director ,3.0,TN,MORTGAGE
6715,teller supervisor,5.0,WV,OWN
6716,receiving ,9.0,NH,MORTGAGE
6717,housekeeper,4.0,NY,RENT
6718,lvn,7.0,TX,OWN
6719,housekeeping,3.0,NY,RENT
6720,call center associate,1.0,IN,RENT
6721,,,MN,OWN
6722,sales account executive,0.0,TX,RENT
6723,ach operations,1.0,CA,RENT
6724,,,CA,MORTGAGE
6725,accounts receivable manager,6.0,NY,RENT
6726,nail specialist,8.0,NY,RENT
6727,assembly technician ,5.0,PA,MORTGAGE
6728,director of sales ,10.0,CA,MORTGAGE
6729,accountant ,7.0,OH,MORTGAGE
6730,enrollment compliance rep,1.0,CO,RENT
6731,systems engineer,9.0,WI,MORTGAGE
6732,teacher,6.0,TX,OWN
6733,senior associate,10.0,VA,MORTGAGE
6734,general manager,6.0,NC,MORTGAGE
6735,,,CA,OWN
6736,wholesale clerk,0.0,CA,RENT
6737,attorney,10.0,OH,OWN
6738,mail carrier,10.0,PA,MORTGAGE
6739,owner,9.0,OK,RENT
6740,rn,6.0,OK,MORTGAGE
6741,counselor,10.0,NJ,MORTGAGE
6742,animal care technician,1.0,CT,RENT
6743,on-site manager,10.0,OR,RENT
6744,truck driver,10.0,AZ,MORTGAGE
6745,medical director,4.0,NY,OWN
6746,it manager,3.0,PA,OWN
6747,communications operator,7.0,NY,RENT
6748,technician,9.0,CA,RENT
6749,control room operator ,7.0,TX,OWN
6750,driver,10.0,TN,OWN
6751,deputy cio/g6,10.0,VA,RENT
6752,manager,0.0,MO,OWN
6753,paralegal,10.0,TX,OWN
6754,escrow officer/branch manager,2.0,NV,RENT
6755,customer engineer,10.0,NJ,MORTGAGE
6756,,,OH,RENT
6757,registered nurse,2.0,CA,RENT
6758,owner,5.0,MT,RENT
6759,assistant manager,10.0,KY,OWN
6760,,,IL,MORTGAGE
6761,collections,6.0,OH,RENT
6762,teacher,0.0,SC,RENT
6763,insurance rep,4.0,PA,RENT
6764,paralegal,7.0,MA,RENT
6765,,,RI,OWN
6766,project coordinator ,8.0,MD,RENT
6767,officer,2.0,MD,OWN
6768,credit specialist,2.0,MS,OWN
6769,organizer,1.0,MA,RENT
6770,owner,10.0,OK,MORTGAGE
6771,office manager,2.0,CA,MORTGAGE
6772,teacher,3.0,AZ,RENT
6773,police officer,10.0,FL,MORTGAGE
6774,staff,2.0,MD,OWN
6775,,,CA,MORTGAGE
6776,it support analyst,10.0,IL,MORTGAGE
6777,staff financial analyst,10.0,IL,RENT
6778,solutions architect,2.0,OH,RENT
6779,,,TX,OWN
6780,veterinary technician ,10.0,OK,OWN
6781,network center tech,10.0,MO,MORTGAGE
6782,plumber ,0.0,TX,RENT
6783,management executive ,0.0,NY,OWN
6784,,,CO,OWN
6785,commercial manager,6.0,IN,MORTGAGE
6786,claims specialist ,9.0,IL,MORTGAGE
6787,support coordinator,10.0,CA,RENT
6788,,,CA,RENT
6789,hr supervisor,7.0,KS,MORTGAGE
6790,bakery manager ,10.0,CA,RENT
6791,software engineer,3.0,MI,RENT
6792,truck driver,10.0,GA,OWN
6793,logistics supervisor,10.0,WV,MORTGAGE
